Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time
8840,2.18,Clear,Low,Afternoon,Bike,28,6.6,28.2
8841,14.76,Foggy,Low,Night,Car,29,9.3,79.4
8842,21.49,Stormy,Medium,Morning,Scooter,15,5.0,159.7
8843,6.81,Foggy,Low,Night,Bike,32,5.6,47.0
8844,22.03,Rainy,High,Evening,Bike,30,0.9,201.6
8845,1.46,Rainy,Medium,Afternoon,Bike,17,9.1,24.3
8846,18.58,Foggy,Medium,Afternoon,Bike,28,3.0,140.6
8847,23.39,Rainy,High,Evening,Scooter,6,9.8,145.9
8848,16.77,Rainy,Medium,Evening,Bike,7,2.4,92.8
8849,11.54,Stormy,Low,Afternoon,Car,5,2.9,56.0
8850,2.08,Rainy,Medium,Evening,Bike,5,5.1,12.8
8851,23.08,Stormy,Medium,Night,Bike,19,6.8,174.1
8852,12.29,Clear,Medium,Night,Bike,26,4.7,74.4
8853,1.7,Clear,Medium,Night,Bike,7,3.8,18.8
8854,17.56,Clear,Medium,Night,Bike,8,5.6,77.7
8855,12.56,Clear,Low,Morning,Bike,30,9.6,67.4
8856,3.98,Rainy,Medium,Morning,Car,16,9.6,29.0
8857,6.14,Clear,Medium,Morning,Bike,28,3.6,54.5
8858,2.55,Stormy,Medium,Morning,Bike,25,7.0,46.6
8859,14.78,Clear,Medium,Night,Bike,16,7.4,76.3
8860,15.93,Clear,Medium,Night,Bike,18,6.7,75.1
8861,13.14,Clear,Low,Evening,Bike,15,1.6,47.8
8862,20.61,Rainy,Low,Morning,Bike,10,5.6,80.7
8863,21.66,Clear,Low,Morning,Bike,29,7.8,85.1
8864,15.77,Clear,Medium,Afternoon,Car,18,2.4,91.7
8865,1.31,Rainy,Medium,Evening,Bike,31,3.8,45.3
8866,17.69,Clear,High,Night,Scooter,31,2.4,136.0
8867,11.03,Clear,Medium,Evening,Bike,6,8.9,46.7
8868,14.57,Rainy,High,Evening,Bike,7,8.7,88.9
8869,16.58,Clear,High,Afternoon,Bike,25,2.1,116.3
8870,9.41,Clear,High,Afternoon,Bike,22,7.7,68.8
8871,23.01,Clear,High,Evening,Bike,12,4.0,132.4
8872,4.22,Clear,Medium,Morning,Bike,6,7.0,18.6
8873,17.12,Rainy,Medium,Night,Car,24,5.2,104.7
8874,1.1,Clear,Low,Afternoon,Scooter,20,5.0,18.4
8875,23.19,Foggy,Medium,Afternoon,Bike,18,8.9,130.8
8876,3.7,Foggy,Medium,Night,Bike,23,6.6,51.6
8877,3.28,Clear,Medium,Afternoon,Bike,24,2.7,42.4
8878,8.99,Stormy,Medium,Evening,Bike,8,1.6,76.9
8879,9.97,Clear,Medium,Night,Scooter,10,9.4,48.5
8880,6.14,Clear,Medium,Morning,Car,30,2.0,47.4
8881,15.04,Clear,Medium,Afternoon,Bike,32,7.5,98.3
8882,11.63,Clear,Medium,Afternoon,Bike,16,5.2,60.3
8883,1.82,Rainy,High,Evening,Bike,30,1.8,60.7
8884,8.67,Clear,High,Morning,Scooter,14,7.9,62.8
8885,20.45,Foggy,High,Afternoon,Bike,13,9.1,142.0
8886,17.55,Rainy,Low,Night,Car,7,1.7,75.2
8887,18.4,Clear,High,Night,Scooter,5,1.1,109.6
8888,17.75,Rainy,Low,Evening,Car,18,8.6,72.3
8889,8.46,Foggy,High,Evening,Bike,12,5.3,74.6
8890,3.39,Clear,Low,Afternoon,Bike,27,6.9,18.0
8891,7.54,Clear,Medium,Evening,Scooter,22,4.7,51.2
8892,20.96,Clear,Medium,Night,Scooter,25,4.4,115.9
8893,24.53,Clear,Medium,Evening,Bike,16,3.3,117.2
8894,12.85,Clear,Medium,Night,Car,16,5.8,58.6
8895,1.23,Clear,Medium,Afternoon,Car,14,2.0,16.0
8896,4.36,Rainy,Medium,Night,Bike,8,7.3,32.0
8897,8.73,Rainy,Low,Evening,Bike,29,5.7,59.8
8898,14.89,Rainy,Medium,Night,Bike,24,8.6,95.4
8899,2.8,Clear,Low,Night,Car,9,9.2,13.8
8900,23.64,Clear,Medium,Morning,Scooter,12,9.1,95.8
8901,9.76,Clear,Low,Morning,Bike,23,6.2,48.3
8902,22.9,Clear,Medium,Afternoon,Bike,26,3.5,119.9
8903,19.73,Foggy,Medium,Night,Bike,10,3.9,123.0
8904,19.13,Clear,Medium,Night,Bike,20,6.7,90.9
8905,15.56,Clear,Medium,Night,Bike,34,7.3,91.1
8906,16.04,Clear,Medium,Morning,Scooter,27,2.0,93.5
8907,16.31,Foggy,High,Night,Scooter,13,10.0,130.7
8908,16.09,Rainy,High,Morning,Bike,15,1.5,124.4
8909,14.29,Clear,Medium,Afternoon,Scooter,7,6.3,61.0
8910,24.67,Clear,Medium,Night,Bike,33,5.5,124.5
8911,18.57,Clear,Medium,Night,Bike,18,6.1,96.7
8912,19.65,Rainy,Low,Evening,Scooter,9,5.6,90.4
8913,21.94,Stormy,Medium,Morning,Bike,25,1.1,189.3
8914,6.18,Rainy,High,Evening,Bike,25,10.0,73.9
8915,3.01,Rainy,Medium,Afternoon,Bike,10,9.8,25.4
8916,12.59,Clear,Medium,Morning,Bike,5,5.5,58.6
8917,13.34,Clear,Low,Night,Scooter,17,2.5,53.1
8918,20.9,Foggy,Low,Night,Bike,13,2.2,105.8
8919,11.65,Clear,Low,Night,Bike,32,1.0,74.7
8920,14.7,Stormy,Medium,Night,Scooter,7,6.3,110.7
8921,13.65,Clear,Medium,Afternoon,Bike,10,5.0,68.5
8922,1.92,Clear,Medium,Night,Bike,24,4.5,35.0
8923,15.77,Rainy,Medium,Night,Bike,27,5.5,117.9
8924,20.87,Clear,High,Night,Car,12,8.8,118.7
8925,4.78,Clear,High,Evening,Scooter,8,1.2,33.0
8926,15.26,Clear,High,Afternoon,Bike,30,5.7,119.3
8927,15.25,Rainy,Medium,Morning,Scooter,10,7.2,81.7
8928,4.94,Clear,Medium,Afternoon,Bike,16,9.7,34.6
8929,3.96,Clear,High,Afternoon,Bike,16,7.5,38.4
8930,24.52,Rainy,Low,Afternoon,Scooter,30,5.7,117.0
8931,10.45,Clear,Low,Night,Bike,34,7.8,57.9
8932,6.46,Foggy,Medium,Evening,Scooter,11,10.0,48.2
8933,5.11,Clear,Medium,Evening,Bike,32,8.9,50.8
8934,17.02,Rainy,Low,Evening,Bike,30,1.3,100.7
8935,15.63,Clear,Medium,Evening,Bike,20,6.0,79.4
8936,16.45,Rainy,Medium,Morning,Bike,11,8.0,79.3
8937,3.11,Rainy,Medium,Evening,Bike,29,6.9,45.6
8938,22.44,Foggy,Medium,Night,Bike,28,4.5,155.7
8939,10.34,Clear,Medium,Night,Scooter,7,3.6,38.6
8940,8.52,Clear,Low,Evening,Bike,17,6.5,38.9
8941,12.1,Rainy,Low,Morning,Bike,24,4.4,68.5
8942,10.36,Clear,Low,Evening,Bike,13,4.2,39.1
8943,21.73,Clear,Medium,Night,Bike,15,8.4,100.0
8944,23.3,Foggy,Medium,Night,Scooter,11,3.5,143.8
8945,8.28,Clear,Medium,Night,Bike,27,6.6,66.0
8946,21.73,Stormy,Medium,Afternoon,Car,19,8.8,158.3
8947,19.76,Clear,Medium,Night,Scooter,5,6.4,89.1
8948,23.34,Rainy,Medium,Evening,Bike,6,5.2,115.5
8949,6.9,Rainy,Low,Night,Car,5,0.8,31.5
8950,14.85,Clear,High,Morning,Scooter,19,7.0,99.6
8951,7.59,Stormy,Medium,Afternoon,Car,8,10.0,52.8
8952,20.78,Clear,Medium,Morning,Bike,8,8.2,85.9
8953,1.13,Foggy,Medium,Night,Bike,18,6.5,31.1
8954,14.56,Rainy,High,Afternoon,Bike,9,5.0,103.3
8955,9.14,Clear,Medium,Afternoon,Bike,25,2.6,57.9
8956,8.74,Foggy,Low,Afternoon,Car,32,7.1,62.3
8957,16.48,Clear,High,Night,Scooter,5,2.2,94.1
8958,21.44,Foggy,Medium,Morning,Scooter,19,8.9,130.0
8959,15.62,Clear,Low,Night,Car,11,3.9,58.1
8960,21.48,Foggy,Low,Afternoon,Car,20,4.3,98.6
8961,7.35,Rainy,Medium,Night,Bike,26,2.6,71.0
8962,13.47,Clear,Medium,Afternoon,Scooter,28,5.1,83.5
8963,11.81,Rainy,Medium,Afternoon,Bike,18,7.0,69.5
8964,1.28,Clear,High,Afternoon,Bike,19,3.4,24.2
8965,14.36,Clear,Medium,Night,Car,19,7.2,79.7
8966,16.88,Clear,Medium,Night,Car,24,6.4,87.3
8967,15.21,Clear,Medium,Afternoon,Scooter,5,4.0,71.0
8968,18.67,Clear,High,Evening,Bike,32,3.5,134.4
8969,14.71,Clear,Medium,Morning,Scooter,23,8.7,79.2
8970,2.6,Clear,High,Afternoon,Bike,29,0.6,46.6
8971,3.79,Clear,Low,Afternoon,Bike,30,7.3,35.3
8972,15.32,Clear,High,Afternoon,Bike,11,4.5,94.9
8973,7.6,Rainy,Medium,Afternoon,Bike,22,7.3,48.7
8974,2.91,Rainy,High,Afternoon,Bike,19,5.3,45.5
8975,11.31,Clear,Low,Evening,Scooter,17,1.3,48.6
8976,14.3,Foggy,Low,Night,Bike,23,9.8,81.4
8977,8.89,Rainy,Low,Evening,Scooter,22,1.3,58.5
8978,18.29,Rainy,Medium,Afternoon,Bike,8,2.0,101.2
8979,16.45,Clear,Medium,Afternoon,Bike,22,4.5,95.2
8980,8.99,Clear,High,Afternoon,Bike,8,9.5,42.4
8981,19.12,Foggy,Medium,Night,Scooter,31,3.3,151.3
8982,16.57,Foggy,Low,Morning,Scooter,20,5.9,97.1
8983,16.3,Clear,Low,Morning,Bike,18,5.5,63.6
8984,14.28,Clear,Low,Evening,Bike,34,3.6,77.5
8985,1.27,Rainy,High,Evening,Scooter,18,7.1,34.8
8986,17.72,Rainy,High,Morning,Bike,11,5.3,112.7
8987,10.03,Foggy,High,Afternoon,Bike,17,6.0,91.6
8988,23.62,Clear,Medium,Night,Bike,28,2.5,120.1
8989,20.63,Clear,Low,Evening,Bike,18,9.3,67.7
8990,15.1,Clear,Low,Night,Bike,14,1.6,61.1
8991,7.05,Clear,Medium,Afternoon,Bike,17,7.1,41.5
8992,5.89,Clear,High,Afternoon,Bike,10,8.9,45.8
8993,9.17,Foggy,Low,Evening,Bike,34,1.3,71.8
8994,12.44,Clear,Low,Morning,Bike,15,0.8,52.9
8995,8.11,Foggy,Medium,Morning,Car,29,3.7,86.0
8996,13.36,Clear,Medium,Morning,Bike,10,8.0,59.3
8997,4.97,Clear,Low,Afternoon,Bike,31,7.3,35.0
8998,24.47,Clear,High,Afternoon,Bike,15,8.3,141.1
8999,3.59,Clear,Low,Night,Bike,23,4.3,31.6
9000,23.37,Foggy,High,Night,Scooter,21,9.9,175.1
9001,22.93,Clear,Low,Night,Bike,29,4.0,101.9
9002,13.61,Clear,Low,Afternoon,Car,7,8.2,40.4
9003,18.4,Clear,Medium,Morning,Scooter,5,3.8,77.7
9004,11.47,Clear,Low,Afternoon,Car,20,2.6,63.9
9005,16.12,Rainy,Medium,Night,Bike,16,3.7,82.9
9006,9.17,Clear,Medium,Night,Bike,31,2.3,65.3
9007,8.23,Rainy,Medium,Night,Bike,18,1.7,57.2
9008,14.88,Rainy,Medium,Night,Scooter,22,4.0,98.6
9009,12.96,Clear,Medium,Evening,Bike,32,1.9,89.2
9010,14.91,Clear,Low,Night,Scooter,7,5.3,58.7
9011,7.88,Rainy,High,Afternoon,Bike,28,0.8,92.8
9012,9.81,Rainy,High,Evening,Bike,12,4.6,73.9
9013,3.01,Clear,Low,Morning,Bike,22,9.6,16.8
9014,2.25,Clear,Medium,Afternoon,Bike,20,3.9,28.3
9015,7.08,Clear,Medium,Afternoon,Bike,19,1.8,59.3
9016,2.78,Clear,Low,Morning,Bike,26,3.4,26.0
9017,3.49,Clear,Medium,Afternoon,Bike,6,8.0,18.4
9018,20.51,Clear,Medium,Evening,Scooter,33,3.5,117.0
9019,1.93,Clear,Low,Morning,Bike,20,4.1,19.2
9020,16.81,Clear,Low,Evening,Bike,27,8.0,77.9
9021,7.54,Clear,High,Night,Bike,33,3.0,86.7
9022,21.92,Foggy,Medium,Morning,Car,14,5.0,136.2
9023,12.64,Rainy,Low,Evening,Bike,31,1.1,86.3
9024,8.33,Foggy,Medium,Night,Car,15,2.2,61.2
9025,13.42,Clear,Medium,Evening,Bike,23,2.5,72.9
9026,10.17,Rainy,Low,Evening,Car,28,4.9,61.1
9027,14.54,Clear,High,Afternoon,Bike,23,8.3,98.5
9028,3.75,Rainy,Medium,Night,Bike,14,3.9,32.7
9029,24.93,Clear,Medium,Afternoon,Scooter,26,4.1,129.6
9030,11.21,Clear,Medium,Night,Car,21,3.4,67.0
9031,9.36,Foggy,Medium,Night,Scooter,28,3.5,78.2
9032,18.05,Rainy,Low,Afternoon,Bike,27,4.3,101.4
9033,9.73,Foggy,Medium,Afternoon,Bike,5,9.0,50.9
9034,21.0,Clear,Medium,Afternoon,Bike,34,0.7,128.5
9035,11.9,Clear,Medium,Night,Bike,34,6.4,73.6
9036,18.27,Clear,Medium,Night,Bike,11,8.9,74.4
9037,3.58,Rainy,Medium,Night,Bike,20,4.5,35.3
9038,21.31,Rainy,Low,Night,Bike,15,6.7,86.3
9039,18.66,Foggy,Medium,Night,Scooter,25,6.1,118.9
9040,6.08,Clear,Medium,Night,Bike,22,3.7,47.8
9041,4.49,Rainy,High,Evening,Bike,5,1.8,32.2
9042,8.59,Clear,Medium,Afternoon,Bike,34,2.6,70.5
9043,24.43,Clear,Medium,Night,Bike,6,1.0,111.7
9044,7.16,Clear,High,Evening,Bike,33,7.8,77.1
9045,11.95,Clear,Low,Morning,Bike,26,5.6,52.3
9046,1.72,Clear,Low,Evening,Car,6,8.0,14.8
9047,10.53,Clear,Medium,Afternoon,Bike,33,3.3,70.6
9048,14.71,Clear,Low,Morning,Bike,10,8.1,38.5
9049,23.87,Clear,Medium,Night,Bike,33,3.4,131.4
9050,13.4,Clear,Low,Afternoon,Bike,32,1.7,66.3
9051,20.66,Clear,Low,Morning,Bike,28,5.6,94.3
9052,14.13,Clear,Low,Evening,Bike,12,9.5,52.1
9053,1.98,Stormy,Medium,Morning,Bike,26,4.4,51.4
9054,8.56,Foggy,High,Afternoon,Scooter,25,5.4,96.5
9055,14.81,Clear,High,Morning,Scooter,24,4.8,103.0
9056,23.81,Stormy,Low,Evening,Bike,18,4.8,153.5
9057,21.62,Rainy,Medium,Morning,Scooter,26,2.5,136.5
9058,6.48,Clear,Low,Evening,Bike,33,4.5,48.1
9059,6.28,Clear,Medium,Morning,Bike,25,5.2,44.3
9060,5.83,Foggy,High,Evening,Bike,30,7.6,81.8
9061,23.14,Rainy,Medium,Evening,Bike,24,1.8,140.0
9062,21.46,Foggy,Low,Evening,Bike,26,5.9,114.8
9063,19.6,Foggy,Medium,Night,Scooter,29,6.8,134.3
9064,10.43,Clear,Low,Evening,Scooter,29,4.1,58.8
9065,13.11,Clear,Medium,Afternoon,Car,12,5.7,65.8
9066,12.14,Clear,Medium,Evening,Bike,30,7.3,74.2
9067,7.08,Clear,Medium,Night,Bike,21,4.9,58.4
9068,13.12,Clear,High,Night,Bike,29,3.7,104.4
9069,1.73,Clear,Medium,Afternoon,Car,9,8.3,14.7
9070,4.16,Clear,High,Evening,Scooter,31,9.9,53.2
9071,22.28,Clear,High,Night,Scooter,7,2.6,129.5
9072,19.04,Clear,Medium,Night,Bike,28,8.9,95.0
9073,11.15,Clear,Medium,Morning,Bike,28,5.7,68.4
9074,13.41,Clear,Low,Morning,Bike,29,4.8,68.8
9075,9.88,Clear,Medium,Afternoon,Scooter,22,9.0,56.2
9076,18.78,Rainy,Medium,Morning,Scooter,14,9.1,104.9
9077,19.82,Foggy,Low,Evening,Bike,8,3.1,84.5
9078,19.32,Clear,Medium,Morning,Bike,14,3.9,100.4
9079,18.34,Clear,Medium,Night,Scooter,22,8.6,93.5
9080,5.91,Foggy,High,Afternoon,Bike,33,5.2,90.0
9081,9.11,Clear,Medium,Morning,Car,17,3.2,53.7
9082,12.28,Rainy,Medium,Afternoon,Bike,26,9.6,85.1
9083,8.94,Clear,High,Evening,Bike,21,2.6,68.8
9084,19.12,Foggy,Medium,Evening,Scooter,18,6.3,119.8
9085,8.9,Foggy,Low,Morning,Scooter,30,4.6,67.5
9086,4.32,Rainy,Low,Morning,Bike,23,4.8,27.1
9087,10.58,Clear,High,Morning,Car,22,1.5,87.2
9088,24.52,Foggy,Low,Night,Car,27,2.9,126.8
9089,6.42,Rainy,Medium,Evening,Bike,12,2.1,52.0
9090,15.69,Rainy,Medium,Night,Bike,22,7.6,103.1
9091,11.39,Clear,High,Morning,Bike,20,7.1,87.4
9092,2.7,Rainy,High,Evening,Bike,29,8.0,53.6
9093,12.71,Clear,Medium,Night,Car,15,7.1,61.4
9094,17.85,Clear,High,Night,Bike,21,1.7,113.7
9095,13.32,Rainy,Low,Afternoon,Bike,22,9.8,69.1
9096,21.93,Clear,Low,Night,Car,23,2.3,84.3
9097,7.93,Rainy,High,Morning,Bike,22,3.8,74.9
9098,3.07,Rainy,Medium,Morning,Scooter,18,7.2,32.1
9099,23.48,Clear,Low,Night,Bike,21,1.8,90.8
9100,10.08,Rainy,Medium,Afternoon,Car,12,2.1,60.4
9101,14.83,Foggy,High,Afternoon,Scooter,19,8.8,121.4
9102,20.01,Clear,High,Afternoon,Car,21,3.7,135.6
9103,8.78,Rainy,High,Night,Car,25,6.8,90.2
9104,18.19,Clear,Medium,Night,Bike,15,8.7,83.2
9105,4.25,Clear,High,Afternoon,Bike,33,9.7,62.2
9106,7.99,Clear,Medium,Night,Scooter,10,2.5,43.9
9107,4.47,Clear,Medium,Evening,Scooter,27,1.7,42.7
9108,20.47,Clear,High,Morning,Bike,23,7.5,124.0
9109,6.34,Stormy,Medium,Night,Car,20,2.3,76.5
9110,18.22,Rainy,Low,Evening,Bike,16,6.0,78.1
9111,23.64,Clear,Medium,Night,Car,19,5.6,113.9
9112,13.67,Clear,Medium,Evening,Bike,15,5.8,66.2
9113,13.96,Clear,Low,Afternoon,Bike,11,6.7,47.7
9114,12.06,Clear,Low,Morning,Bike,28,8.6,52.0
9115,8.82,Clear,Low,Night,Bike,14,3.1,44.9
9116,12.42,Clear,Low,Evening,Bike,23,5.8,52.2
9117,15.47,Clear,Medium,Evening,Bike,9,3.7,71.0
9118,24.66,Clear,Low,Afternoon,Bike,21,3.5,95.4
9119,23.51,Rainy,Low,Morning,Scooter,29,0.7,130.5
9120,21.69,Foggy,Medium,Morning,Bike,28,6.2,152.6
9121,22.34,Clear,High,Morning,Bike,23,9.7,136.6
9122,12.23,Clear,Low,Evening,Car,8,7.7,41.6
9123,16.78,Clear,Low,Night,Scooter,5,2.8,61.8
9124,22.48,Stormy,High,Night,Bike,18,7.3,207.6
9125,10.43,Foggy,Medium,Afternoon,Scooter,21,3.3,83.4
9126,24.08,Rainy,High,Morning,Car,18,7.7,158.8
9127,10.98,Foggy,Low,Night,Car,10,8.6,53.7
9128,15.43,Clear,Low,Evening,Scooter,26,3.7,70.4
9129,18.04,Stormy,Low,Evening,Scooter,29,0.5,139.3
9130,23.81,Clear,Low,Morning,Bike,32,3.4,103.3
9131,6.87,Clear,High,Afternoon,Scooter,9,2.5,52.3
9132,18.91,Rainy,High,Afternoon,Scooter,7,6.4,120.8
9133,13.5,Clear,High,Morning,Bike,26,3.3,107.3
9134,7.45,Rainy,High,Evening,Bike,28,0.8,94.3
9135,19.64,Clear,High,Afternoon,Bike,32,5.5,143.9
9136,14.25,Rainy,Medium,Evening,Scooter,19,8.8,90.5
9137,16.86,Clear,High,Evening,Bike,11,4.8,95.9
9138,8.75,Clear,Low,Night,Bike,15,4.1,42.6
9139,12.55,Foggy,Medium,Afternoon,Car,14,2.2,80.8
9140,15.82,Foggy,Medium,Evening,Bike,18,4.2,112.0
9141,10.72,Stormy,High,Night,Car,7,3.6,100.2
9142,5.76,Rainy,Medium,Evening,Bike,18,10.0,42.2
9143,24.08,Rainy,High,Morning,Bike,21,0.8,192.8
9144,13.28,Rainy,Medium,Afternoon,Bike,8,2.8,79.7
9145,18.61,Clear,Medium,Evening,Bike,10,1.2,91.6
9146,10.87,Clear,High,Afternoon,Bike,24,8.6,83.6
9147,9.52,Clear,Low,Night,Scooter,9,4.5,37.8
9148,10.77,Foggy,High,Afternoon,Scooter,14,8.1,90.6
9149,10.82,Clear,Medium,Evening,Car,11,7.1,43.3
9150,14.06,Foggy,Medium,Afternoon,Bike,19,9.3,95.2
9151,14.04,Clear,High,Morning,Bike,25,0.7,108.0
9152,12.93,Rainy,Medium,Morning,Bike,25,2.5,92.1
9153,4.23,Clear,Medium,Night,Bike,22,7.2,45.8
9154,12.91,Clear,Medium,Evening,Scooter,5,6.1,42.3
9155,5.06,Stormy,Low,Afternoon,Bike,8,7.1,34.9
9156,4.03,Clear,Medium,Night,Car,15,6.0,18.5
9157,23.38,Clear,Low,Night,Scooter,14,6.0,86.4
9158,15.52,Clear,High,Evening,Scooter,17,9.4,89.9
9159,16.83,Clear,Low,Afternoon,Scooter,28,9.3,55.3
9160,10.64,Clear,Medium,Night,Bike,23,0.9,74.1
9161,22.82,Rainy,High,Night,Scooter,26,4.4,174.1
9162,16.31,Clear,High,Evening,Bike,14,5.4,105.1
9163,19.46,Rainy,Medium,Evening,Bike,34,3.9,129.7
9164,9.85,Clear,Medium,Night,Bike,22,1.0,61.8
9165,24.04,Foggy,Low,Afternoon,Bike,13,5.0,102.3
9166,20.69,Rainy,Medium,Night,Bike,34,9.8,129.6
9167,21.49,Clear,Low,Morning,Bike,13,1.2,81.2
9168,5.13,Clear,High,Evening,Bike,24,8.3,50.2
9169,7.5,Clear,Medium,Morning,Scooter,32,2.4,62.0
9170,7.86,Rainy,Medium,Afternoon,Bike,31,6.0,63.2
9171,7.5,Rainy,Medium,Evening,Bike,16,4.2,58.3
9172,21.53,Foggy,Medium,Afternoon,Bike,28,3.8,147.0
9173,1.77,Clear,Medium,Morning,Scooter,18,8.8,33.8
9174,2.83,Clear,High,Afternoon,Bike,34,9.7,48.3
9175,7.57,Clear,Low,Evening,Bike,6,4.2,27.4
9176,5.8,Clear,Medium,Morning,Bike,14,6.6,28.7
9177,6.56,Clear,Low,Evening,Car,22,5.8,29.0
9178,20.15,Clear,Low,Morning,Bike,10,1.2,81.5
9179,14.52,Rainy,Medium,Night,Bike,6,0.9,87.6
9180,1.14,Clear,Low,Afternoon,Bike,21,7.8,15.5
9181,11.3,Foggy,Low,Afternoon,Scooter,30,4.2,78.0
9182,10.79,Clear,High,Evening,Bike,22,3.4,90.3
9183,3.73,Foggy,Medium,Night,Car,22,9.9,43.9
9184,17.23,Stormy,Low,Evening,Bike,25,1.3,128.4
9185,17.85,Foggy,Low,Evening,Bike,18,3.1,95.7
9186,18.3,Rainy,Low,Morning,Bike,26,8.6,85.4
9187,18.48,Foggy,Medium,Night,Scooter,15,4.4,118.3
9188,1.0,Rainy,Medium,Morning,Bike,34,6.1,51.2
9189,23.89,Clear,Medium,Evening,Bike,23,1.0,123.0
9190,20.54,Rainy,Low,Morning,Car,20,9.2,95.3
9191,22.7,Rainy,Medium,Morning,Bike,12,1.8,130.9
9192,1.38,Stormy,Medium,Afternoon,Bike,22,2.5,40.2
9193,23.41,Clear,Medium,Night,Bike,34,2.0,136.8
9194,20.43,Clear,High,Afternoon,Car,30,5.2,144.8
9195,21.09,Rainy,Medium,Night,Scooter,7,8.3,107.2
9196,3.24,Stormy,Low,Afternoon,Scooter,8,3.0,35.8
9197,18.73,Clear,High,Evening,Bike,25,1.9,142.2
9198,24.04,Clear,Low,Afternoon,Bike,9,4.4,85.6
9199,17.29,Clear,Low,Night,Bike,26,9.8,68.8
9200,14.69,Clear,Medium,Night,Bike,8,0.6,64.5
9201,23.7,Clear,Medium,Night,Bike,30,5.3,130.7
9202,11.63,Clear,High,Afternoon,Car,31,6.9,93.6
9203,15.38,Foggy,Low,Morning,Bike,11,8.2,68.4
9204,12.43,Clear,Medium,Afternoon,Scooter,33,7.6,72.8
9205,23.39,Clear,Low,Morning,Bike,32,1.2,100.8
9206,2.83,Rainy,Medium,Afternoon,Scooter,28,4.9,53.7
9207,13.03,Stormy,Low,Evening,Bike,24,1.2,106.3
9208,17.49,Stormy,Medium,Evening,Bike,29,6.4,145.2
9209,20.01,Clear,Low,Afternoon,Bike,10,1.2,69.4
9210,14.99,Stormy,Low,Afternoon,Car,32,1.0,123.6
9211,22.81,Clear,Medium,Afternoon,Car,28,3.4,116.2
9212,23.61,Rainy,High,Evening,Bike,29,9.4,173.3
9213,2.54,Rainy,High,Morning,Bike,21,7.2,51.8
9214,10.66,Clear,High,Night,Bike,18,0.5,87.5
9215,1.56,Clear,Medium,Morning,Bike,9,3.2,10.0
9216,8.91,Clear,Low,Afternoon,Scooter,19,0.7,40.8
9217,13.88,Foggy,Medium,Evening,Bike,27,3.3,109.6
9218,22.86,Clear,Medium,Night,Bike,14,7.0,107.7
9219,21.32,Rainy,Low,Morning,Scooter,6,7.7,80.2
9220,4.06,Clear,Low,Afternoon,Bike,16,8.1,25.6
9221,3.23,Clear,Low,Evening,Scooter,15,9.1,17.8
9222,15.14,Stormy,Medium,Evening,Bike,11,4.0,124.9
9223,13.77,Rainy,Low,Night,Scooter,11,8.7,62.6
9224,7.39,Stormy,Low,Morning,Bike,23,7.4,62.0
9225,22.59,Clear,Medium,Evening,Bike,29,5.6,109.6
9226,23.26,Clear,Medium,Afternoon,Car,11,9.6,91.2
9227,10.66,Clear,Medium,Afternoon,Bike,18,9.5,42.8
9228,22.37,Clear,Medium,Night,Car,16,9.0,99.9
9229,10.21,Clear,Low,Morning,Scooter,32,2.4,62.5
9230,18.68,Rainy,High,Evening,Car,14,2.5,145.1
9231,12.42,Clear,Low,Night,Bike,31,9.1,55.9
9232,3.94,Clear,Medium,Morning,Bike,9,4.3,30.9
9233,23.27,Clear,Medium,Morning,Scooter,27,8.1,121.1
9234,11.9,Rainy,High,Evening,Scooter,11,7.0,83.4
9235,18.63,Rainy,Medium,Night,Scooter,10,7.7,103.0
9236,9.81,Clear,Low,Night,Bike,24,0.7,53.7
9237,1.45,Clear,Medium,Night,Car,28,4.6,29.3
9238,3.41,Clear,Medium,Night,Bike,32,8.6,47.0
9239,12.91,Foggy,Medium,Morning,Scooter,6,5.2,68.9
9240,17.56,Foggy,Low,Night,Bike,33,7.1,94.6
9241,9.03,Rainy,Medium,Night,Bike,17,7.7,58.0
9242,17.69,Clear,Low,Evening,Bike,20,1.6,74.9
9243,17.77,Clear,Medium,Afternoon,Scooter,12,2.0,78.8
9244,17.89,Rainy,Medium,Morning,Scooter,17,7.4,104.1
9245,12.82,Stormy,Low,Evening,Car,18,1.0,89.5
9246,22.96,Stormy,High,Evening,Bike,9,3.7,205.2
9247,12.74,Foggy,Medium,Evening,Bike,27,9.2,96.0
9248,11.81,Clear,Medium,Morning,Bike,7,6.0,51.2
9249,5.79,Stormy,Low,Afternoon,Bike,18,9.1,53.2
9250,8.38,Rainy,Medium,Morning,Bike,27,3.4,74.8
9251,2.02,Foggy,Medium,Night,Bike,29,6.5,43.4
9252,16.2,Clear,High,Afternoon,Bike,27,3.2,124.8
9253,6.96,Clear,Low,Morning,Bike,17,1.6,39.2
9254,8.3,Clear,Low,Morning,Bike,21,9.9,38.9
9255,19.5,Clear,High,Night,Car,13,2.2,124.2
9256,8.85,Clear,High,Morning,Scooter,11,2.3,64.2
9257,6.81,Foggy,Low,Afternoon,Scooter,22,8.5,41.5
9258,5.06,Clear,Medium,Evening,Scooter,25,8.1,53.2
9259,19.6,Clear,Low,Morning,Bike,15,9.8,69.1
9260,4.11,Clear,Medium,Morning,Scooter,20,1.2,37.7
